,0,1,2
69,PhalangesOutlinesCorrect,69,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.14941844452953443, 0.1562280057393218, 2.759129423448052, 1.1152840139437017, 0.008276899924755455, 0.3899079233312988, nan, 0.0, 0.029216769889610614, 0.10526262663281352, 0.9436532318881996, 0.319799960923591, 0.25382057904749716, 0.3591453710848297, 1.687310685082745, 6.437848291895635, 19.07898441015769, 26.94377624073151, 0.5, 0.19632987378317238, nan, nan, 3.3599497920222428, nan, nan, 120.81818181818181, 0.7388050702795074, 1.126709576161098, 3.6677596049866255, 1.10256994131235, 72.30806486100188, 258.77898518807905, 0.1792844840434585, 0.46060068968542206, 0.773673425727853, 9.133074065871101, 14.920781057388496, 3.7951742976555916, 6.548468160832081, 3.50862836779776, 6.329880001416104, 1.736014684432799, 3.817003353549334, 0.03502305034962612, 0.01899241071800202, 22, 0, 0, 2, 0.2683982683982684, 1, 2658, 0.0, 22, 17, 77.78038594309665, nan, 0.15202818867652598, 7.397059381438303, 11.783879928150336, 0.1792844840434585, 1.2185583122351706, 2.2778980128380333, nan, -1.6461710262788445, 7.0496343495658715, 0.04129067981417623, 0.053687508887083034, 3.5055465693679024, 6.294778795046299, 6.43784829189564, 17.28602702271173, 0.847971811323474])"
70,Phoneme,70,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.055744786568822875, 0.05328640623795495, 3.571751906731741, 0.02204292498234091, 0.01042654028436019, 0.28844508476852826, 0.22400228191658003, 0.0, 0.07197839553953955, 0.02857583412912768, 4.725318764925858, 0.28811478765409654, 0.2645102997380017, 17.57515064169206, 83.9070556118729, 238.5875935844526, 778.6620207625688, 8.840134522264629, 0.02564102564102564, 0.02436372098015077, nan, nan, 62.304258038402715, nan, nan, 95.9090909090909, 6.594314379506873, 13.240256003876864, 7.762540484020212, 0.18223868621318895, 11.578411537961857, 28.86398471334722, 6.530929441586698, 4.238356573087877, 8.422423823795889, 66.76318481300645, 171.59653327719207, 7.029776038266922, 13.9067187399157, 5.19615513578049, 10.246951497297271, 0.20914857384289717, 1.7322359614006684, 0.5345301876373875, 0.17960530808122768, 22, 0, 0, 39, 0.22943722943722944, 22, 2110, 1.0, 22, 18, 5.682039647786427, nan, 2.884129940777251, 66.55403623916355, 170.45395223886507, 3.3687382609752885, 6.801923674034928, 14.194350677336434, nan, 0.9852218377764038, 2.23134610723264, 0.005396791424190963, 0.009058005256719792, 5.519740468584055, 10.836233373870208, 238.5875935844526, 667.3086980227818, 0.01817824198301536])"
71,PigAirwayPressure,71,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.05602217901567409, 0.047016197198935586, 2.169442725670619, 0.8433390067373927, 0.07051282051282051, 0.5763299313105106, 0.32151410080570375, 0.0, 0.392742052614974, 0.20541326732794998, 5.7004397181410935, 0.29294282366050267, 0.2697060552748415, 149.25020168510346, 1017.3309787115578, 5302.452094202644, 19568.474925945364, 5.435246927186927, 0.019230769230769235, 3.50329601645911e-18, nan, nan, 294.63321500348803, nan, nan, 14.181818181818182, 40.691130827580565, 130.55168294772653, 6.821091138741894, 0.5803963943877702, 9.022015110744062, 13.744500421044275, 3522.3059365360045, 25.884736788653484, 79.07369751723677, 110.36237050607315, 234.84657139454603, 65.16615708513872, 141.4731192412309, 63.733259433823676, 141.72514947675788, 0.6127492152295777, 1.490711473241356, 1.0487913050698177, 0.5910208790515663, 22, 0, 0, 52, 0.23376623376623376, 22, 312, 0.0, 22, 17, 1.068517077881571, nan, 9.478233831291222, 109.74962129084356, 234.26513209424454, 3401.2362470593816, 27.0853910198993, 69.18379287398494, nan, -0.03750923780182435, 2.7105105739862383, 0.018253886913750697, 0.043407712365538795, 65.26828192788236, 143.087839501556, 5302.452094202634, 18967.460136309513, 9.68313830742726e-13])"
72,PigArtPressure,72,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.09123983343844821, 0.13504055691959282, 2.260173765863288, 0.7713445564070939, 0.07051282051282051, 0.6738024951781957, 0.26916626264543286, 0.0, 0.5594923109118243, 0.16369172035295385, 5.7004397181410935, nan, nan, 9.827647782877191, 40.946696596994265, 142.65321360698897, 435.50242555015467, 3.7066540560136225, 0.019230769230769235, 3.50329601645911e-18, nan, nan, 78.2764728958175, nan, nan, 14.181818181818182, 7.243825875952219, 12.178398328414644, 6.422719838684881, 0.38395168753695, nan, nan, 99.6268418060674, 5.2441534598540285, 9.008387843562309, 49.667048963091155, 73.54608106332759, 31.059916350592754, 46.49510968916589, 30.385217938699494, 45.65199541262203, 14.690972023570628, 26.34603843037363, 1.5378936453194982, 0.5804533662258146, 22, 0, 0, 52, 0.14285714285714285, 22, 312, 1.0, 22, 21, 0.4696554425216677, nan, 11.509675671060684, 34.97607693952052, 56.34719185779792, 38.74269873353344, 6.243238034017099, 10.42171321732388, nan, nan, nan, 0.06780365154428497, 0.21214510570102807, 30.648149190175477, 46.070510021205735, 142.65321360698897, 388.34433198548277, 3.630615032156075e-11])"
73,PigCVP,73,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.06019811505062393, 0.03997387636956825, 2.454281669411792, 0.3719453914048298, 0.07051282051282051, 0.5564701002825655, 0.24847429781176933, 0.0, 0.41912022053810105, 0.1145630222026853, 5.7004397181410935, 0.2571897968992574, 0.21339823880930364, 31.12000368943995, 174.10274943355404, 596.1447885229455, 1779.5072633787904, 4.289285003927516, 0.019230769230769235, 3.50329601645911e-18, nan, nan, 143.2000359051171, nan, nan, 14.181818181818182, 13.466023697444262, 28.679712578006843, 6.825726062476224, 0.3139565300994775, 22.529030019934797, 64.17732191489148, 35.19801160994142, 7.429638740400182, 17.54730711410018, 66.82701116069576, 128.30934391015614, 25.70846682264913, 62.71062587121901, 24.524832810494647, 63.66591461066614, -1.6839843425907688, 23.862198043229807, 1.3289953250766606, 0.3373491632234076, 22, 0, 0, 52, 0.16017316017316016, 22, 312, 0.0, 22, 20, 0.8467195656013474, nan, 8.109026405320838, 68.51099550328651, 120.67634309695165, 16.04697504771872, 11.409685934187543, 22.09417593904533, nan, 0.30241467265103444, 4.6223379058670835, 0.008685062869329819, 0.01405893152931433, 25.205591312032016, 63.43308534564143, 596.1447885229462, 1575.2358717428942, 1.3263308979111324e-06])"
74,Plane,74,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.1601387551845413, 0.109199641301031, 2.168434943873204, 0.29082597848943637, 0.10476190476190476, 0.9258327807906263, 0.08050297131291369, 0.0, 0.4548081569761853, 0.16642158231974333, 2.8073549220576037, 0.3278892160172564, 0.24512968311128375, 0.39278202342107127, 1.412799910956405, 5.287569677989379, 14.314279933120078, 2.5284100701085332, 0.14285714285714282, 2.997944808332385e-17, nan, nan, 8.981274370565004, nan, nan, 9.545454545454545, 1.33660925243771, 2.2417630659983234, 3.865465652605279, 0.39639549191304635, 0.5677977957518452, 1.4940173026518666, 225.6101267317732, 1.0869787921386005, 1.8029974603895, 8.177047212715578, 14.038559607800106, 5.08227329384654, 8.604119990873167, 4.929601024355861, 8.377375623385328, 2.431876910442523, 4.77740908954915, 1.1103242133255293, 0.3467976768387096, 22, 0, 0, 7, 0.2077922077922078, 6, 210, 0.0, 22, 15, 0.9529745617079985, nan, 5.175401669870064, 5.745170302273054, 11.121906909847652, 109.28077743565346, 1.1825923243238181, 2.0184741006356512, nan, 0.4246078766350215, 0.891248766429707, 0.03704714036357862, 0.04352231942965395, 4.947881897343683, 8.30653387787411, 5.287569677989378, 12.561151095520893, 6.10872921380565e-08])"
75,PowerCons,75,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.06465128460476335, 0.042427694179207324, 2.6040005831158917, 0.5962635785381354, 0.06111111111111111, 0.8021156399776816, nan, 0.0, 0.059226678714725985, 0.10152073595375037, 1.0, nan, nan, 1.077437481857549, 5.3307343339577775, 27.189496477029913, 70.77742937668575, 5.5734928377964685, 0.5, 0.0, nan, nan, 8.260802720621845, nan, nan, 16.363636363636363, 3.8505528590974474, 8.264580350986117, 3.424579880676206, 0.5572751539830324, nan, nan, 1.804179909763243, 2.8309598574625925, 6.303513950429497, 12.83185003745415, 22.171335544868963, 4.900398849200993, 8.368362302614997, 4.625018972961156, 7.86279387885378, 1.0017707533341023, 1.95818472041282, 0.17942070243968578, 0.14210888579252623, 22, 0, 0, 2, 0.1341991341991342, 1, 360, 2.0, 22, 15, 13.513378599614251, nan, 0.6433894998968058, 11.830079284120044, 20.594552245488394, 1.804179909763243, 2.5433542960153797, 4.659136435636261, nan, nan, nan, 0.06231489438716206, 0.21055105173122254, 4.649739990022764, 7.9257125918259, 27.18949647702991, 66.04122699349747, 0.3566105001031942])"
76,ProximalPhalanxOutlineCorrect,76,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.24178365737599505, 0.1775622727064613, 2.281551319287282, 1.0030268103307542, 0.024691358024691357, 0.5601640235365754, nan, 0.0, 0.054880216740879145, 0.10272554915864152, 0.9054522631867892, 0.38589148411270285, 0.2897402112586101, 0.13452387464121723, 0.5083656121048058, 2.3833521222465524, 7.310771616355355, 8.372578067232018, 0.5, 0.25316168709148, nan, nan, 3.385593210034767, nan, nan, 40.5, 0.5011925913954456, 0.9353956103753776, 3.078858605393418, 0.9682918817376677, 22.873287658628065, 50.47101299578583, 0.45726653312594306, 0.335406949426966, 0.5753002780814506, 7.499318999004191, 12.442473469202604, 3.4946420888617733, 6.12866558026617, 3.50445994778551, 6.3315933242165325, 2.7266655839550675, 5.121619070124919, 0.10814497708065356, 0.05898123306435, 22, 1, 0, 2, 0.3246753246753247, 1, 891, 0.0, 22, 13, 20.09715477202165, nan, 0.31378373326468495, 4.772653415049124, 8.5653622961474, 0.45726653312594306, 0.7416630061285351, 1.3858526405363427, nan, 0.4944880568056465, 4.634652447735763, 0.09518728295460814, 0.13608734512577397, 3.4032760141843794, 6.124296901766045, 2.383352122246553, 6.883914920679147, 0.6862162667353151])"
77,ProximalPhalanxOutlineAgeGroup,77,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.2996977207665146, 0.2165993618726182, 2.141410578790403, 0.9757260488156883, 0.03636363636363636, 0.7248099238351793, 0.23535618659046453, 0.0, 0.18958050682920202, 0.15516618462317341, 1.4465428954450257, 0.3885481419824657, 0.29945447049975127, 0.11432070663328393, 0.43963538135178143, 2.4043463361175688, 9.213615172557603, 3.1093244858594633, 0.3333333333333333, 0.16922046799170712, nan, nan, 3.6743630623387844, nan, nan, 27.5, 0.499167338719011, 0.9400421611638713, 3.1227260905951586, 0.8378836009916794, 28.254836003064916, 61.20052483610239, 4.3143730193779, 0.4265620953789361, 0.7740441585029298, 6.455802281191646, 10.916415490823658, 3.4339126107876736, 5.954339352523405, 3.269371447003607, 5.857319878649075, 2.782618602238276, 5.252752198928333, 0.46522738364026994, 0.24699458566417304, 22, 2, 0, 3, 0.341991341991342, 2, 605, 1.0, 22, 11, 3.602933219524792, nan, 1.1060913859463222, 3.673183678953371, 7.4521127541337995, 3.861313124350374, 0.6695007378663479, 1.4315248639543159, nan, 0.5350544946390486, 4.910584333165335, 0.11518586650075929, 0.15367787408392744, 3.3332813816681592, 5.988290826736131, 2.4043463361175776, 8.964900739123483, 0.14156728012589706])"
78,ProximalPhalanxTW,78,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.2761834822828475, 0.2067270498817049, 2.141410578790403, 0.9757260488156883, 0.03636363636363636, 0.5608134209679705, 0.3121882420182534, 0.0, 0.26997548660464443, 0.18988005427225982, 2.055301210109653, 0.3885481419824656, 0.29945447049975144, 0.11432070663328393, 0.43963538135178176, 2.4043463361175816, 9.21361517255766, 2.888761119536852, 0.16666666666666666, 0.15726789938579083, nan, nan, 4.436048729046655, nan, nan, 27.5, 0.499167338719011, 0.9400421611638713, 3.4852299026999347, 0.782636111146483, 28.25483600306492, 61.200524836102396, 22.841183895109744, 0.4265620953789361, 0.7740441585029298, 6.455802281191646, 10.916415490823658, 3.4339126107876736, 5.954339352523405, 3.269371447003607, 5.857319878649075, 2.782618602238276, 5.252752198928333, 0.7114818862001211, 0.37800722481674853, 22, 2, 0, 6, 0.341991341991342, 5, 605, 1.0, 22, 11, 2.0097893148443147, nan, 1.9624044595067807, 3.673183678953371, 7.4521127541337995, 20.74947934537231, 0.6695007378663479, 1.4315248639543159, nan, 0.5350544946390485, 4.910584333165336, 0.11518586650075929, 0.15367787408392744, 3.3332813816681592, 5.988290826736131, 2.4043463361175785, 8.964900739123484, 0.011445328333606073])"
